CurrentDateTime,RSSI,RSRP,RSRQ,RSSNR,CQI,TA,Level,ANDRO_ID,Bitrate (DataSource),Bitrate (Mpd),Resolution (Displayed),Resolution (Mpd),Rebuffering (Last),Segment Size,State Current
2024-02-14T15:37:34.407,-95,-95,-12,-20,7,2147483647,1,c213b90a14211698,7005,4375,1920x1080,1920x1080,962,2.0,STATE_READY
2024-02-14T15:37:35.406,-95,-95,-12,-20,7,2147483647,1,c213b90a14211698,8588,4375,1920x1080,1920x1080,962,2.0,STATE_READY
2024-02-14T15:37:36.407,-95,-95,-12,-20,7,2147483647,1,c213b90a14211698,8588,4375,1920x1080,1920x1080,962,2.0,STATE_READY
2024-02-14T15:37:37.406,-95,-95,-12,-20,7,2147483647,1,c213b90a14211698,7269,4375,1920x1080,1920x1080,962,2.0,STATE_READY
2024-02-14T15:37:38.407,-95,-95,-12,-20,7,2147483647,1,c213b90a14211698,7269,4375,1920x1080,1920x1080,962,2.0,STATE_READY
2024-02-14T15:37:39.407,-95,-95,-12,-20,7,2147483647,1,c213b90a14211698,7269,4375,1920x1080,1920x1080,962,2.0,STATE_READY
2024-02-14T15:37:40.407,-95,-95,-12,-20,7,2147483647,1,c213b90a14211698,7269,4375,1920x1080,1920x1080,962,2.0,STATE_READY
2024-02-14T15:37:41.407,-95,-95,-12,-20,7,2147483647,1,c213b90a14211698,5250,4375,1920x1080,1920x1080,962,2.0,STATE_READY
2024-02-14T15:37:42.406,-95,-95,-12,-20,7,2147483647,1,c213b90a14211698,5250,4375,1920x1080,1920x1080,962,2.0,STATE_READY
2024-02-14T15:37:43.406,-95,-95,-12,-20,7,2147483647,1,c213b90a14211698,5250,4375,1920x1080,1920x1080,962,2.0,STATE_READY
2024-02-14T15:37:44.407,-95,-95,-12,-20,7,2147483647,1,c213b90a14211698,6846,4375,1920x1080,1920x1080,962,2.0,STATE_READY
2024-02-14T15:37:45.406,-95,-95,-12,-20,7,2147483647,1,c213b90a14211698,6360,4375,1920x1080,1920x1080,962,2.0,STATE_READY
2024-02-14T15:37:46.407,-95,-95,-12,-20,7,2147483647,1,c213b90a14211698,6360,4375,1920x1080,1920x1080,962,2.0,STATE_READY
2024-02-14T15:37:47.407,-95,-95,-12,-20,7,2147483647,1,c213b90a14211698,7304,4375,1920x1080,1920x1080,962,2.0,STATE_READY
2024-02-14T15:37:48.407,-95,-95,-12,-20,7,2147483647,1,c213b90a14211698,6830,4375,1920x1080,1920x1080,962,2.0,STATE_READY
2024-02-14T15:37:49.406,-95,-95,-12,-20,7,2147483647,1,c213b90a14211698,6830,4375,1920x1080,1920x1080,962,2.0,STATE_READY
2024-02-14T15:37:50.406,-95,-95,-12,-20,7,2147483647,1,c213b90a14211698,6343,4375,1920x1080,1920x1080,962,2.0,STATE_READY
2024-02-14T15:37:51.407,-95,-95,-12,-20,7,2147483647,1,c213b90a14211698,5726,4375,1920x1080,1920x1080,962,2.0,STATE_READY
2024-02-14T15:37:52.407,-95,-95,-12,-20,7,2147483647,1,c213b90a14211698,5726,4375,1920x1080,1920x1080,962,2.0,STATE_READY
2024-02-14T15:37:53.406,-95,-95,-12,-20,7,2147483647,1,c213b90a14211698,6690,4375,1920x1080,1920x1080,962,2.0,STATE_READY
2024-02-14T15:37:54.406,-95,-95,-12,-20,7,2147483647,1,c213b90a14211698,6690,4375,1920x1080,1920x1080,962,2.0,STATE_READY
2024-02-14T15:37:55.406,-95,-95,-12,-20,7,2147483647,1,c213b90a14211698,6690,4375,1920x1080,1920x1080,962,2.0,STATE_READY
2024-02-14T15:37:56.407,-95,-95,-12,-20,7,2147483647,1,c213b90a14211698,6676,4375,1920x1080,1920x1080,962,2.0,STATE_READY
2024-02-14T15:37:57.407,-95,-95,-12,-20,7,2147483647,1,c213b90a14211698,7148,4375,1920x1080,1920x1080,962,2.0,STATE_READY
2024-02-14T15:37:58.407,-95,-95,-12,-20,7,2147483647,1,c213b90a14211698,7148,4375,1920x1080,1920x1080,962,2.0,STATE_READY
2024-02-14T15:37:59.407,-95,-95,-12,-20,7,2147483647,1,c213b90a14211698,7084,4375,1920x1080,1920x1080,962,2.0,STATE_READY
2024-02-14T15:38:00.406,-95,-95,-12,-20,7,2147483647,1,c213b90a14211698,7084,4375,1920x1080,1920x1080,962,2.0,STATE_READY
2024-02-14T15:38:01.406,-95,-95,-12,-20,7,2147483647,1,c213b90a14211698,7512,4375,1920x1080,1920x1080,962,2.0,STATE_READY
2024-02-14T15:38:02.407,-95,-95,-12,-20,7,2147483647,1,c213b90a14211698,6967,4375,1920x1080,1920x1080,962,2.0,STATE_READY
2024-02-14T15:38:03.406,-95,-95,-12,-20,7,2147483647,1,c213b90a14211698,6967,4375,1920x1080,1920x1080,962,2.0,STATE_READY
2024-02-14T15:38:04.406,-95,-95,-12,-20,7,2147483647,1,c213b90a14211698,6967,4375,1920x1080,1920x1080,962,2.0,STATE_READY
2024-02-14T15:38:05.407,-95,-95,-12,-20,7,2147483647,1,c213b90a14211698,6523,4375,1920x1080,1920x1080,962,2.0,STATE_READY
